index,question,answer,intent,retrieved_count,k,context_found,branch
11,땅콩 알레르기 있어. 땅콩 없이 아시아풍 면요리 알려줘.,"땅콩 알레르기가 있으시다면, 땅콩 대신 다른 재료를 활용하여 아시아풍 면요리를 만들 수 있습니다. 예를 들어, '태국식 볶음면(팟타이)'를 땅콩 없이 만들어 보세요.

**요리명: 땅콩 없는 태국식 볶음면(팟타이)**

**재료:**
- 쌀국수 200g
- 새우 또는 닭고기 150g
- 계란 2개
- 숙주 100g
- 대파 1대 (다진 것)
- 마늘 2쪽 (다진 것)
- 간장 2큰술
- 피시소스 1큰술
- 설탕 1큰술
- 라임 1개 (즙)
- 고수 (선택 사항)

**단계 요약:**
1. 쌀국수를 끓는 물에 삶아 부드럽게 만든 후, 찬물에 헹궈 물기를 빼둡니다.
2. 팬에 기름을 두르고 다진 마늘과 대파를 볶다가 새우 또는 닭고기를 넣고 익힙니다.
3. 계란을 풀어 팬에 넣고 스크램블한 후, 삶은 쌀국수를 추가합니다.
4. 간장, 피시소스, 설탕을 넣고 잘 섞은 후, 숙주를 넣고 살짝 볶습니다.
5. 마지막으로 라임즙을 뿌리고, 원한다면 고수를 올려서 완성합니다.

**대체재 비율 및 주의점:**
- 땅콩 대신 고소한 맛을 원하신다면, 볶은 참깨를 뿌리거나, 아몬드 가루를 소량 추가할 수 있습니다. 아몬드 가루는 땅콩과 비슷한 풍미를 줄 수 있지만, 알레르기가 있는 경우 주의가 필요합니다.
- 피시소스 대신 간장만 사용해도 좋습니다. 이 경우, 감칠맛을 더하기 위해 다시마 육수를 활용할 수 있습니다.

이렇게 하면 땅콩 없이도 맛있는 아시아풍 면요리를 즐길 수 있습니다!",substitution,10,10,True,has_docs
12,600kcal 이하 저염 한 끼 식단 추천해줘.,"저염 한 끼 식단으로 '닭가슴살 샐러드'를 추천합니다. 이 요리는 600kcal 이하로 건강하고 맛있으며, 다양한 채소를 활용하여 영양소를 골고루 섭취할 수 있습니다.

1) **재료**  
- 닭가슴살 100g (약 165kcal)  
- 로메인 상추 50g (약 10kcal)  
- 방울토마토 100g (약 18kcal)  
- 오이 50g (약 8kcal)  
- 아보카도 50g (약 80kcal)  
- 올리브유 1큰술 (약 120kcal)  
- 레몬즙 1큰술 (약 4kcal)  
- 후추, 허브 (기호에 따라)  

**총 칼로리: 약 405kcal**

2) **단계**  
1. 닭가슴살을 소금 없이 후추와 허브로 간을 한 후, 팬에서 구워줍니다.  
2. 구운 닭가슴살을 식힌 후, 얇게 썰어줍니다.  
3. 로메인 상추, 방울토마토, 오이, 아보카도를 적당한 크기로 썰어 큰 그릇에 담습니다.  
4. 구운 닭가슴살을 채소 위에 올리고, 올리브유와 레몬즙을 뿌립니다.  
5. 모든 재료를 잘 섞어 접시에 담고, 후추로 마무리합니다.  

3) **핵심 팁**  
- 닭가슴살은 미리 삶거나 구워서 준비해두면 더욱 간편하게 만들 수 있습니다.  
- 다양한 채소를 추가하여 색다른 맛을 즐길 수 있습니다. 예를 들어, 파프리카나 당근을 추가해보세요.  

4) **변형/대체 옵션**  
- 닭가슴살 대신 두부나 훈제 연어로 대체할 수 있습니다.  
- 아보카도를 빼고 대신 견과류를 추가하면 고소한 맛을 더할 수 있습니다.  

이 식단은 저염이면서도 단백질과 건강한 지방을 포함하고 있어 균형 잡힌 한 끼로 적합합니다.",recipe,10,10,True,has_docs
13,고단백 저지방 도시락 레시피 3가지 알려줘.,"고단백 저지방 도시락 레시피 3가지를 소개합니다.

### 1. 닭가슴살 샐러드 도시락
**재료:**
- 닭가슴살 150g
- 혼합 샐러드 채소 100g
- 방울토마토 5개
- 오이 1/2개
- 발사믹 드레싱 1큰술
- 소금, 후추 약간

**단계:**
1. 닭가슴살에 소금과 후추로 간을 한 후, 팬에서 구워 익힌다.
2. 구운 닭가슴살을 식힌 후, 슬라이스한다.
3. 샐러드 채소, 방울토마토, 오이를 준비하여 도시락 용기에 담는다.
4. 슬라이스한 닭가슴살을 샐러드 위에 올리고, 발사믹 드레싱을 뿌린다.

**핵심 팁:** 닭가슴살을 미리 삶거나 구워서 냉장고에 보관하면 빠르게 도시락을 준비할 수 있습니다.

**변형/대체 옵션:** 닭가슴살 대신 칠면조 가슴살이나 두부를 사용할 수 있습니다.

---

### 2. 렌틸콩과 퀴노아 도시락
**재료:**
- 렌틸콩 100g
- 퀴노아 50g
- 시금치 50g
- 레몬즙 1큰술
- 올리브유 1작은술
- 소금, 후추 약간

**단계:**
1. 렌틸콩과 퀴노아를 각각 끓는 물에 삶아 익힌다.
2. 시금치는 살짝 데쳐서 물기를 제거한다.
3. 삶은 렌틸콩과 퀴노아를 섞고, 시금치를 추가한다.
4. 레몬즙과 올리브유, 소금, 후추로 간을 맞춘다.

**핵심 팁:** 렌틸콩과 퀴노아는 미리 삶아 두면 도시락 준비가 더욱 간편해집니다.

**변형/대체 옵션:** 퀴노아 대신 현미나 보리로 대체할 수 있습니다.

---

### 3. 계란 흰자 오믈렛 도시락
**재료:**
- 계란 흰자 4개
- 시금치 50g
- 양파 1/4개
- 파프리카 1/4개
- 소금, 후추 약간

**단계:**
1. 양파와 파프리카를 잘게 썰어 팬에 볶는다.
2. 시금치를 추가하여 살짝 익힌 후, 계란 흰자를 넣고 잘 섞는다.
3. 오믈렛 형태로 익힌 후, 도시락 용기에 담는다.

**핵심 팁:** 계란 흰자만 사용하면 저지방으로 건강한 오믈렛을 만들 수 있습니다.

**변형/대체 옵션:** 채소는 취향에 따라 브로콜리, 버섯 등으로 변경할 수 있습니다.

이 세 가지 도시락 레시피는 고단백 저지방으로 건강한 식사를 제공합니다. 각 레시피는 약 300-400 칼로리 정도로, 영양가가 높습니다.",recipe,10,10,True,has_docs
14,비건 디저트 중 초콜릿 느낌 나는 레시피 있을까?,"비건 초콜릿 무스 레시피를 소개할게요. 이 디저트는 부드럽고 진한 초콜릿 맛을 즐길 수 있어요.

1) **재료**:
   - 아보카도 2개
   - 무가당 코코아 파우더 1/2컵
   - 메이플 시럽 1/4컵 (또는 아가베 시럽)
   - 바닐라 추출물 1작은술
   - 소금 한 꼬집
   - 식물성 우유 2-4큰술 (필요에 따라 조절)

2) **단계**:
   1. 아보카도를 반으로 갈라 씨를 제거하고, 과육을 숟가락으로 퍼내어 믹서기에 넣습니다.
   2. 코코아 파우더, 메이플 시럽, 바닐라 추출물, 소금을 추가합니다.
   3. 믹서기를 작동시켜 부드럽고 크리미한 질감이 될 때까지 섞습니다. 필요에 따라 식물성 우유를 추가하여 원하는 농도로 조절합니다.
   4. 완성된 무스를 그릇에 담고, 냉장고에서 최소 30분 이상 차갑게 둡니다.
   5. 원한다면 과일이나 견과류로 장식하여 서빙합니다.

3) **핵심 팁**:
   - 아보카도가 잘 익은 것을 사용하면 더 부드러운 질감을 얻을 수 있습니다.
   - 코코아 파우더의 양을 조절하여 초콜릿 맛의 강도를 조절할 수 있습니다.

4) **변형/대체 옵션**:
   - 메이플 시럽 대신 다른 비건 감미료를 사용할 수 있습니다.
   - 아보카도 대신 바나나를 사용해도 좋지만, 맛과 질감이 달라질 수 있습니다.

이 비건 초콜릿 무스는 건강하면서도 맛있는 디저트로, 초콜릿을 좋아하는 분들에게 안성맞춤입니다!",recipe,10,10,True,has_docs
15,키토 다이어트에 맞는 아침 식사 추천해줘.,"키토 다이어트에 적합한 아침 식사로는 '아보카도와 계란 스크램블'을 추천합니다. 이 요리는 저탄수화물이며 건강한 지방과 단백질을 포함하고 있어 키토 다이어트에 적합합니다.

1) **재료**:
   - 아보카도 1개
   - 계란 2개
   - 버터 1큰술
   - 소금 약간
   - 후추 약간
   - 다진 파슬리 (선택 사항)

2) **단계**:
   1. 아보카도를 반으로 잘라 씨를 제거하고, 숟가락으로 과육을 퍼내어 그릇에 담습니다.
   2. 계란을 그릇에 깨고 소금과 후추를 넣어 잘 섞습니다.
   3. 팬에 버터를 녹이고, 계란 혼합물을 부어 약한 불에서 스크램블합니다.
   4. 계란이 거의 익었을 때 아보카도를 추가하고 함께 섞어줍니다.
   5. 완성된 스크램블을 접시에 담고 다진 파슬리를 뿌려서 서빙합니다.

3) **핵심 팁**:
   - 계란을 너무 익히지 않도록 주의하세요. 부드러운 식감을 유지하는 것이 중요합니다.
   - 아보카도를 미리 잘라놓으면 조리 시간이 단축됩니다.

4) **변형/대체 옵션**:
   - 아보카도 대신 시금치나 브로콜리를 추가하여 영양을 더할 수 있습니다.
   - 치즈를 추가하여 풍미를 높일 수도 있습니다.

이 아침 식사는 약 400-500 칼로리 정도이며, 단백질과 건강한 지방이 풍부하여 포만감을 유지하는 데 도움이 됩니다.",recipe,10,10,True,has_docs
16,초보자도 실패 없는 15분 저녁 레시피 알려줘.,"**요리명: 간단한 볶음밥**

1) **재료**  
- 밥 2공기 (남은 밥 사용 가능)  
- 계란 2개  
- 냉동 야채 믹스 1컵 (당근, 완두콩, 옥수수 등)  
- 대파 1대 (다진 것)  
- 간장 2큰술  
- 식용유 2큰술  
- 소금과 후추 (기호에 따라)  

2) **단계**  
1. 팬에 식용유를 두르고 중불로 가열합니다.  
2. 다진 대파를 넣고 향이 날 때까지 볶습니다.  
3. 계란을 깨고 스크램블 하듯이 볶아줍니다.  
4. 냉동 야채 믹스를 넣고 2-3분간 볶습니다.  
5. 밥을 넣고 잘 섞어가며 볶습니다.  
6. 간장, 소금, 후추로 간을 맞추고 1-2분 더 볶아줍니다.  
7. 완성된 볶음밥을 그릇에 담아 서빙합니다.  

3) **핵심 팁**  
- 남은 밥을 사용하면 볶음밥이 더 잘 섞이고 덩어리지지 않습니다.  
- 간장은 기호에 따라 조절하며, 추가로 고추장이나 고춧가루를 넣어 매콤하게 즐길 수 있습니다.  

4) **변형/대체 옵션**  
- 야채 대신 남은 고기나 해산물을 추가해도 좋습니다.  
- 밥 대신 퀴노아나 오트밀을 사용해도 건강한 변형이 가능합니다.  

**영양 정보**: 이 볶음밥은 탄수화물, 단백질, 비타민이 풍부하여 간단하면서도 영양가 높은 저녁 식사로 적합합니다.",recipe,10,10,True,has_docs
17,에어프라이어만으로 만들 수 있는 치킨요리 있어?,"에어프라이어로 간편하게 만들 수 있는 바삭한 치킨 레시피를 소개할게요. 이 요리는 기름을 최소화하면서도 맛있는 치킨을 즐길 수 있습니다.

1) **재료(계량 포함)**:
   - 닭다리살 또는 닭가슴살 500g
   - 올리브유 1큰술
   - 소금 1작은술
   - 후추 1/2작은술
   - 파프리카 가루 1작은술
   - 마늘 가루 1작은술
   - 양파 가루 1작은술
   - 선택 사항: 고추가루 1/2작은술 (매운맛을 원할 경우)

2) **단계**:
   1. 닭고기를 깨끗이 씻고 물기를 제거한 후, 적당한 크기로 자릅니다.
   2. 큰 볼에 닭고기와 올리브유, 소금, 후추, 파프리카 가루, 마늘 가루, 양파 가루, 고추가루를 넣고 잘 섞어 30분 정도 재워둡니다.
   3. 에어프라이어 바스켓에 닭고기를 겹치지 않게 놓습니다.
   4. 에어프라이어를 200도로 설정하고 20-25분간 조리합니다. 중간에 한 번 뒤집어 주면 더욱 고르게 익습니다.
   5. 치킨이 바삭하게 익으면 꺼내어 잠시 식힌 후 서빙합니다.

3) **핵심 팁**:
   - 닭고기를 재울 때 최소 30분 이상 재우면 더욱 맛이 깊어집니다.
   - 에어프라이어의 종류에 따라 조리 시간이 다를 수 있으니, 중간에 상태를 확인하는 것이 좋습니다.

4) **변형/대체 옵션**:
   - 닭고기 대신 칠면조 고기나 두부로 대체하여 만들 수 있습니다.
   - 다양한 허브(로즈마리, 타임 등)를 추가하여 풍미를 더할 수 있습니다.

이 레시피는 단백질이 풍부하고, 기름을 적게 사용하여 건강한 치킨 요리를 즐길 수 있습니다. 일반적으로 100g당 약 165kcal 정도의 열량이 포함되어 있습니다.",recipe,10,10,True,has_docs
18,오븐 없이 만드는 라자냐 가능한가?,"오븐 없이 만드는 라자냐는 가능합니다! 팬이나 스토브를 이용해 조리할 수 있습니다. 아래는 간단한 레시피입니다.

1) **재료**:
   - 라자냐 면 (프리쿠킹 가능) 9장
   - 다진 소고기 300g
   - 다진 양파 1개
   - 다진 마늘 2쪽
   - 토마토 소스 400g
   - 리코타 치즈 250g
   - 모짜렐라 치즈 200g (갈아서)
   - 파마산 치즈 50g (갈아서)
   - 올리브 오일 2큰술
   - 소금, 후추, 이탈리안 허브 (바질, 오레가노 등) 적당량

2) **단계**:
   1. 팬에 올리브 오일을 두르고 다진 양파와 마늘을 볶아 향을 낸다.
   2. 다진 소고기를 추가하고 고기가 익을 때까지 볶는다. 소금, 후추, 이탈리안 허브로 간을 맞춘다.
   3. 토마토 소스를 넣고 약한 불에서 10분간 끓인다.
   4. 다른 팬에 라자냐 면을 끓는 물에 2-3분간 데친 후, 찬물에 헹궈서 준비한다.
   5. 팬에 고기 소스의 일부를 깔고 그 위에 라자냐 면을 올린 후, 리코타 치즈와 모짜렐라 치즈를 얹는다.
   6. 이 과정을 반복하여 층을 쌓고 마지막에는 남은 고기 소스와 모짜렐라 치즈를 올린다.
   7. 뚜껑을 덮고 중약불에서 20-30분간 익힌다. 치즈가 녹고 버블이 생기면 완성!

3) **핵심 팁**:
   - 라자냐 면을 미리 데쳐서 사용하면 층이 더 잘 쌓이고 조리가 쉬워집니다.
   - 뚜껑을 덮고 조리하면 수분이 유지되어 라자냐가 마르지 않습니다.

4) **변형/대체 옵션**:
   - 고기를 대신해 다진 채소(버섯, 시금치 등)를 사용하여 채식 라자냐로 변형할 수 있습니다.
   - 리코타 치즈 대신 크림치즈나 코티지 치즈를 사용할 수 있습니다.

이렇게 오븐 없이도 맛있는 라자냐를 즐길 수 있습니다!",recipe,10,10,True,has_docs
19,"조리시간 30분 이하, 재료 7개 이하인 파스타 추천.","**요리명: 올리브 오일 파스타**

1) **재료(계량 포함)**  
- 스파게티 면 200g  
- 올리브 오일 4큰술  
- 마늘 3쪽 (다진 것)  
- 빨간 고추 1개 (씨 제거 후 슬라이스)  
- 파르메산 치즈 50g (갈아서)  
- 소금 약간  
- 후추 약간  
 
2) **단계**  
1. 큰 냄비에 물을 끓이고 소금을 넣은 후 스파게티 면을 패키지에 적힌 시간만큼 삶아줍니다.  
2. 면이 삶아지는 동안, 팬에 올리브 오일을 두르고 중불에서 다진 마늘과 슬라이스한 빨간 고추를 넣고 볶아 향을 내줍니다.  
3. 면이 다 삶아지면 체에 걸러 물기를 빼고, 팬에 넣어 볶은 마늘과 고추와 잘 섞어줍니다.  
4. 마지막으로 파르메산 치즈를 넣고 소금과 후추로 간을 맞춘 후, 잘 섞어 접시에 담아냅니다.  

3) **핵심 팁**  
- 마늘을 너무 태우지 않도록 주의하세요. 고소한 맛을 위해 중불에서 볶는 것이 좋습니다.  
- 파스타 면을 삶은 물을 조금 남겨두면, 나중에 소스의 농도를 조절할 때 유용합니다.  

4) **변형/대체 옵션**  
- 올리브 오일 대신 버터를 사용해도 좋습니다.  
- 고추 대신 브로콜리나 시금치 같은 채소를 추가하여 영양을 더할 수 있습니다.  
- 파르메산 치즈 대신 다른 치즈(예: 피타 또는 페코리노)를 사용해도 맛있습니다.  

**영양 정보**: 이 파스타는 약 400-500 칼로리 정도이며, 탄수화물과 건강한 지방이 포함되어 있습니다. 추가 채소를 넣으면 비타민과 미네랄도 보충할 수 있습니다.",recipe,10,10,True,has_docs
20,설거지 최소화 원해. 원팬 레시피 알려줘.,"원팬 요리는 설거지를 최소화하면서도 맛있는 요리를 즐길 수 있는 훌륭한 방법입니다. 여기서는 원팬 치킨과 채소 요리 레시피를 소개할게요.

### 1) 재료
- 닭다리살 500g
- 감자 2개 (중간 크기, 깍둑썰기)
- 당근 1개 (슬라이스)
- 브로콜리 200g (작은 송이로 나누기)
- 올리브유 3큰술
- 소금 1작은술
- 후추 1/2작은술
- 마늘 3쪽 (다진 것)
- 로즈마리 또는 타임 (선택사항)

### 2) 단계
1. 오븐을 200도로 예열합니다.
2. 큰 오븐용 팬에 닭다리살을 놓고, 올리브유, 소금, 후추, 다진 마늘을 넣고 잘 섞어줍니다.
3. 깍둑썰기한 감자와 슬라이스한 당근을 팬에 추가하고, 모든 재료가 잘 섞이도록 합니다.
4. 예열된 오븐에 팬을 넣고 30분간 구워줍니다.
5. 30분 후에 브로콜리를 추가하고, 다시 10-15분 더 구워줍니다. 닭이 잘 익고 채소가 부드러워질 때까지 구워주세요.
6. 다 구워진 후, 오븐에서 꺼내어 잠시 식힌 후 서빙합니다.

### 3) 핵심 팁
- 닭고기와 채소는 같은 팬에서 조리되므로, 서로의 맛이 잘 어우러집니다. 
- 팬에 레몬즙이나 발사믹 식초를 추가하면 더욱 풍미가 살아납니다.

### 4) 변형/대체 옵션
- 닭다리살 대신 닭가슴살이나 다른 고기(돼지고기, 소고기 등)로 대체할 수 있습니다.
- 채소는 계절에 따라 브로콜리 대신 애호박, 파프리카, 양파 등을 사용할 수 있습니다.

이 레시피는 간단하면서도 맛있고, 설거지를 최소화하는 데 큰 도움이 될 것입니다!",recipe,10,10,True,has_docs
21,캠핑에서 버너 하나로 만들 수 있는 국물요리 있을까?,"캠핑에서 버너 하나로 만들 수 있는 국물요리로는 ""간단한 라면""을 추천합니다. 라면은 간편하면서도 다양한 재료를 추가하여 맛을 풍부하게 할 수 있습니다.

1) **재료(계량 포함)**:
   - 라면 1봉지
   - 물 500ml (약 2컵)
   - 대파 1대 (썰어서)
   - 계란 1개
   - 고추 (선택 사항, 썰어서)
   - 김치 (선택 사항, 적당량)
   - 간장 1큰술 (선택 사항)

2) **단계**:
   1. 버너를 켜고 물 500ml를 끓입니다.
   2. 물이 끓으면 라면을 넣고 3-4분간 끓입니다.
   3. 대파와 고추를 추가하여 한소끔 더 끓입니다.
   4. 마지막으로 계란을 깨서 넣고, 원하는 경우 간장을 추가합니다.
   5. 계란이 익으면 불을 끄고, 김치를 곁들여서 서빙합니다.

3) **핵심 팁**:
   - 라면의 면발이 너무 퍼지지 않도록 끓이는 시간을 잘 조절하세요.
   - 추가 재료는 미리 준비해 두면 더욱 간편하게 조리할 수 있습니다.

4) **변형/대체 옵션**:
   - 라면 대신 우동이나 쌀국수를 사용해도 좋습니다.
   - 채소를 추가하여 영양을 높이거나, 해산물이나 고기를 추가하여 풍미를 더할 수 있습니다.

이렇게 간단한 라면 국물요리를 통해 캠핑에서도 따뜻한 한 끼를 즐길 수 있습니다!",recipe,10,10,True,has_docs
22,전자레인지만으로 가능한 건강한 점심 뭐가 있어?,"전자레인지만으로 간편하게 만들 수 있는 건강한 점심으로 ""채소와 닭가슴살을 곁들인 퀴노아 샐러드""를 추천합니다. 이 요리는 영양가가 높고 조리도 간편하여 바쁜 점심시간에 적합합니다.

1) **재료(계량 포함)**  
- 퀴노아 1컵  
- 물 2컵  
- 닭가슴살 150g (미리 조리된 것 또는 전자레인지에서 조리 가능)  
- 오이 1/2개 (작게 썬 것)  
- 방울토마토 10개 (반으로 자른 것)  
- 시금치 또는 아루굴라 1컵  
- 올리브유 1큰술  
- 레몬즙 1큰술  
- 소금과 후추 (기호에 따라)

2) **단계**  
1. 퀴노아를 흐르는 물에 잘 씻은 후, 전자레인지용 용기에 퀴노아와 물을 넣고 뚜껑을 덮어 10-12분간 전자레인지에서 조리합니다.  
2. 닭가슴살은 미리 조리된 것을 사용하거나, 전자레인지에서 5-7분간 조리하여 익힙니다.  
3. 조리된 퀴노아와 닭가슴살을 식힌 후, 오이, 방울토마토, 시금치와 함께 큰 그릇에 넣습니다.  
4. 올리브유와 레몬즙을 추가하고 소금과 후추로 간을 맞춘 후 잘 섞어줍니다.  
5. 접시에 담아 맛있게 즐깁니다.

3) **핵심 팁**  
- 퀴노아는 미리 조리해 두면 더욱 간편하게 사용할 수 있습니다.  
- 다양한 채소를 추가하여 색다른 맛을 즐길 수 있습니다.  

4) **변형/대체 옵션**  
- 닭가슴살 대신 두부나 병아리콩으로 단백질을 대체할 수 있습니다.  
- 올리브유 대신 아보카도 오일이나 참기름으로 풍미를 더할 수 있습니다.  

이 요리는 단백질과 섬유질이 풍부하여 건강한 점심으로 적합합니다.",recipe,10,10,True,has_docs
23,소고기 스테이크 미디엄 레어로 굽는 핵심 포인트 알려줘.,"소고기 스테이크를 미디엄 레어로 굽는 핵심 포인트는 다음과 같습니다.

1) **재료**:
   - 소고기 스테이크 (리브아이, 티본, 필레 미뇽 등) 200-300g
   - 소금 1작은술
   - 후추 1/2작은술
   - 올리브 오일 1큰술
   - 버터 1큰술 (선택 사항)
   - 마늘 1쪽 (선택 사항)
   - 허브 (타임 또는 로즈마리, 선택 사항)

2) **단계**:
   1. 스테이크를 냉장고에서 꺼내 실온에 30분 정도 두어 온도를 맞춘다.
   2. 스테이크 양면에 소금과 후추로 간을 한다.
   3. 중강불로 달군 팬에 올리브 오일을 두르고, 스테이크를 넣는다.
   4. 한 면을 약 4-5분간 구운 후 뒤집는다.
   5. 뒤집은 후, 원한다면 버터, 마늘, 허브를 추가하여 풍미를 더하고, 3-4분 더 구운다.
   6. 스테이크를 팬에서 꺼내고, 5분 정도 휴지시킨 후 썬다.

3) **핵심 팁**:
   - 스테이크의 두께에 따라 조리 시간이 달라질 수 있으므로, 고기의 내부 온도를 확인하는 것이 중요하다. 미디엄 레어는 약 57-60도(135-140도 화씨) 정도가 적당하다.
   - 팬을 너무 차갑게 시작하지 않도록 하여 겉면이 잘 구워지도록 한다.

4) **변형/대체 옵션**:
   - 소금 대신 마리네이드로 간을 해도 좋으며, 다양한 허브와 향신료를 사용하여 풍미를 다양화할 수 있다.
   - 스테이크 대신 다른 고기(닭가슴살, 돼지고기 등)를 사용해도 비슷한 방법으로 조리할 수 있다.

이렇게 하면 미디엄 레어의 완벽한 소고기 스테이크를 즐길 수 있습니다!",recipe,10,10,True,has_docs
24,파스타 면 삶는 물 소금 비율이 어떻게 돼?,"파스타 면을 삶는 물과 소금의 비율은 일반적으로 다음과 같습니다:

1) **재료**:
   - 물: 4리터 (파스타 500g 기준)
   - 소금: 약 1-2 큰술 (15-30g)

2) **단계**:
   1. 큰 냄비에 물을 넣고 끓입니다.
   2. 물이 끓기 시작하면 소금을 넣습니다.
   3. 소금이 녹으면 파스타 면을 넣고 포장지에 적힌 시간에 맞춰 삶습니다.
   4. 삶은 후 체에 받쳐 물기를 제거하고, 원하는 소스와 함께 섞어 제공합니다.

3) **핵심 팁**:
   - 물이 끓기 전에 소금을 넣지 않도록 주의하세요. 소금은 물이 끓는 후에 넣어야 면이 더 맛있게 삶아집니다.
   - 소금의 양은 개인의 취향에 따라 조절할 수 있지만, 일반적으로 1-2 큰술이 적당합니다.

4) **변형/대체 옵션**:
   - 소금을 줄이거나 무염 소금을 사용할 수 있습니다. 또한, 해산물이나 채소를 추가하여 맛을 더할 수 있습니다.",recipe,0,10,False,no_docs
25,닭다리살 수비드로 조리할 때 시간/온도 가이드 알려줘.,"닭다리살을 수비드로 조리할 때의 시간과 온도 가이드는 다음과 같습니다:

1) **재료**:
   - 닭다리살 500g
   - 소금 1작은술
   - 후추 약간
   - 올리브 오일 1큰술 (선택 사항)
   - 허브 (로즈마리, 타임 등) (선택 사항)

2) **단계**:
   1. 닭다리살에 소금과 후추로 간을 한다.
   2. 진공 포장지에 닭다리살을 넣고, 올리브 오일과 허브를 추가한다. 진공 포장한다.
   3. 수비드 기계에 물을 채우고, 65도에서 2시간 동안 조리한다.
   4. 조리가 끝난 후, 닭다리살을 꺼내고 기름을 두른 팬에서 겉면을 살짝 구워 바삭하게 만든다.

3) **핵심 팁**:
   - 수비드 조리 후 팬에서 겉면을 구우면 더욱 풍미가 살아난다.
   - 허브와 향신료를 추가하여 다양한 맛을 낼 수 있다.

4) **변형/대체 옵션**:
   - 닭다리살 대신 닭가슴살을 사용할 수 있으며, 이 경우 조리 시간은 1시간 30분으로 줄일 수 있다.
   - 다양한 양념(간장, 마늘, 생강 등)을 사용하여 아시아풍 맛을 낼 수도 있다.

**영양 정보**: 닭다리살은 단백질이 풍부하고, 비타민 B6와 B12가 포함되어 있어 에너지 대사에 도움을 줍니다.",recipe,10,10,True,has_docs
26,계란 스크램블 부드럽게 만드는 방법 단계별로 설명해줘.,"계란 스크램블을 부드럽게 만드는 방법은 다음과 같습니다.

1) **재료**:
   - 신선한 계란 4개
   - 우유 또는 크림 2큰술 (선택 사항)
   - 소금 1/4작은술
   - 후추 약간
   - 버터 1큰술
   - 다진 파슬리 (선택 사항)

2) **단계**:
   1. 계란을 그릇에 깨고 소금, 후추, 우유(또는 크림)를 추가합니다.
   2. 포크나 거품기로 계란을 잘 풀어줍니다. 이때 공기를 넣어 부드럽게 만들어주세요.
   3. 중약불로 팬을 가열하고 버터를 녹입니다.
   4. 계란 혼합물을 팬에 붓고, 나무주걱이나 스패튤라로 천천히 저어줍니다.
   5. 계란이 살짝 익기 시작하면 불을 줄이고 계속 저어줍니다. 부드러운 덩어리가 형성될 때까지 저어주세요.
   6. 계란이 원하는 농도에 도달하면 불을 끄고, 다진 파슬리를 뿌려서 서빙합니다.

3) **핵심 팁**:
   - 계란을 너무 오래 익히지 않도록 주의하세요. 불을 끈 후에도 잔열로 익어가므로 약간 덜 익힌 상태에서 불을 끄는 것이 좋습니다.
   - 우유나 크림을 추가하면 더욱 부드러운 식감을 얻을 수 있습니다.

4) **변형/대체 옵션**:
   - 우유 대신 아몬드 우유나 코코넛 밀크를 사용해도 좋습니다.
   - 채소(예: 시금치, 토마토, 양파)를 추가하여 영양을 더할 수 있습니다. 이 경우, 채소는 미리 볶아준 후 계란과 함께 조리하세요.

부드러운 계란 스크램블은 아침 식사로 훌륭하며, 영양가도 높아 건강한 선택입니다!",recipe,10,10,True,has_docs
27,타코용 양파 피클 빠르게 만드는 비법 있을까?,"타코용 양파 피클을 빠르게 만드는 비법을 소개할게요. 이 피클은 타코에 신선한 맛을 더해주며, 간단하게 만들 수 있습니다.

1) **재료**:
   - 양파 1개 (중간 크기, 슬라이스)
   - 식초 1컵 (사과식초 또는 화이트 식초)
   - 설탕 2큰술
   - 소금 1작은술
   - 물 1컵
   - 후추, 고추 조각 (선택 사항)

2) **단계**:
   1. 양파를 얇게 슬라이스합니다.
   2. 작은 냄비에 식초, 설탕, 소금, 물을 넣고 중불에서 끓입니다.
   3. 설탕과 소금이 완전히 녹을 때까지 저어줍니다.
   4. 끓인 혼합물을 슬라이스한 양파 위에 부어줍니다.
   5. 양파가 잠길 정도로 액체가 충분한지 확인하고, 뚜껑을 덮어 30분에서 1시간 정도 상온에서 식힙니다.
   6. 필요 시 냉장고에 넣어 보관하며, 1~2일 후에 더욱 맛있게 즐길 수 있습니다.

3) **핵심 팁**:
   - 양파는 빨간 양파를 사용하면 색감이 예쁘고, 단맛이 더해져 좋습니다.
   - 피클을 더 매콤하게 원한다면, 고추 조각이나 칠리 플레이크를 추가하세요.

4) **변형/대체 옵션**:
   - 식초 대신 레몬 주스를 사용해도 상큼한 맛을 낼 수 있습니다.
   - 설탕 대신 꿀이나 메이플 시럽을 사용하여 자연적인 단맛을 추가할 수 있습니다.

이렇게 간단하게 양파 피클을 만들어 타코에 곁들여 보세요!",recipe,10,10,True,has_docs
